Date,2025,2026,2027,2028,2029,2030,2032
2020-01-02,97.96499633789062,,,,,,
2020-01-03,98.06999969482422,,,,,,
2020-01-06,98.08999633789062,,,,,,
2020-01-07,98.07499694824219,,,,,,
2020-01-08,98.01499938964844,,,,,,
2020-01-09,98.04499816894531,,,,,,
2020-01-10,98.08499908447266,,,,,,
2020-01-13,98.05500030517578,,,,,,
2020-01-14,98.08499908447266,,,,,,
2020-01-15,98.0999984741211,,,,,,
2020-01-16,98.09500122070312,,,,,,
2020-01-17,98.05999755859375,,,,,,
2020-01-21,98.11499786376953,,,,,,
2020-01-22,98.11499786376953,,,,,,
2020-01-23,98.16000366210938,,,,,,
2020-01-24,98.23999786376953,98.05500030517578,97.99500274658203,97.93499755859375,97.88500213623047,,
2020-01-27,98.32499694824219,98.13500213623047,98.07499694824219,98.01499938964844,97.96499633789062,,
2020-01-28,98.2750015258789,98.22000122070312,98.16000366210938,98.0999984741211,98.05000305175781,,
2020-01-29,98.32499694824219,98.16999816894531,98.11000061035156,98.05000305175781,98.0,,
2020-01-30,98.37000274658203,98.22000122070312,98.16000366210938,98.0999984741211,98.05000305175781,,
2020-01-31,98.40499877929688,98.26499938964844,98.20500183105469,98.1449966430664,98.09500122070312,,
2020-02-03,98.4000015258789,98.30000305175781,98.23500061035156,98.17500305175781,98.125,,
2020-02-04,98.31999969482422,98.29499816894531,98.2300033569336,98.16999816894531,98.12000274658203,,
2020-02-05,98.26499938964844,98.21499633789062,98.1500015258789,98.08999633789062,98.04000091552734,,
2020-02-06,98.2699966430664,98.16000366210938,98.09500122070312,98.03500366210938,97.98500061035156,,
2020-02-07,98.33499908447266,98.16500091552734,98.0999984741211,98.04000091552734,97.98999786376953,,
2020-02-10,98.36499786376953,98.2300033569336,98.16500091552734,98.1050033569336,98.05500030517578,,
2020-02-11,98.33000183105469,98.26000213623047,98.19499969482422,98.13500213623047,98.08499908447266,,
2020-02-12,98.2750015258789,98.2249984741211,98.16000366210938,98.0999984741211,98.05000305175781,,
2020-02-13,98.30000305175781,98.16999816894531,98.1050033569336,98.04499816894531,97.99500274658203,,
2020-02-14,98.34500122070312,98.19999694824219,98.13500213623047,98.07499694824219,98.0250015258789,,
2020-02-18,98.38500213623047,98.24500274658203,98.18000030517578,98.12000274658203,98.06999969482422,,
2020-02-19,98.375,98.28500366210938,98.22000122070312,98.16000366210938,98.11000061035156,,
2020-02-20,98.42500305175781,98.2750015258789,98.20999908447266,98.1500015258789,98.0999984741211,,
2020-02-21,98.5,98.32499694824219,98.26000213623047,98.19999694824219,98.1500015258789,,
2020-02-24,98.58999633789062,98.4000015258789,98.33499908447266,98.2750015258789,98.2249984741211,,
2020-02-25,98.625,98.48999786376953,98.42500305175781,98.36499786376953,98.31500244140625,,
2020-02-26,98.62999725341797,98.5250015258789,98.45999908447266,98.4000015258789,98.3499984741211,,
2020-02-27,98.61499786376953,98.53500366210938,98.47000122070312,98.41000366210938,98.36000061035156,,
2020-02-28,98.7249984741211,98.5199966430664,98.45500183105469,98.3949966430664,98.34500122070312,,
2020-03-02,98.73999786376953,98.61499786376953,98.55000305175781,98.48999786376953,98.44000244140625,,
2020-03-03,98.83499908447266,98.63500213623047,98.56500244140625,98.50499725341797,98.45500183105469,,
2020-03-04,98.84500122070312,98.7300033569336,98.66000366210938,98.5999984741211,98.55000305175781,,
2020-03-05,98.92500305175781,98.73999786376953,98.66999816894531,98.61000061035156,98.55999755859375,,
2020-03-06,99.125,98.81999969482422,98.75,98.69000244140625,98.63999938964844,,
2020-03-09,99.2750015258789,99.04000091552734,98.97000122070312,98.91000366210938,98.86000061035156,,
2020-03-10,99.0250015258789,99.19000244140625,99.12000274658203,99.05999755859375,99.01000213623047,,
2020-03-11,98.95999908447266,98.94000244140625,98.87000274658203,98.80999755859375,98.76000213623047,,
2020-03-12,98.83000183105469,98.86499786376953,98.7750015258789,98.71499633789062,98.66500091552734,,
2020-03-13,98.70500183105469,98.70500183105469,98.61499786376953,98.53500366210938,98.48999786376953,,
2020-03-16,98.97000122070312,98.58499908447266,98.49500274658203,98.41500091552734,98.37000274658203,,
2020-03-17,98.7699966430664,98.86000061035156,98.7699966430664,98.69000244140625,98.6449966430664,,
2020-03-18,98.59500122070312,98.63999938964844,98.53500366210938,98.44000244140625,98.40499877929688,,
2020-03-19,98.7750015258789,98.45500183105469,98.3499984741211,98.25499725341797,98.22000122070312,,
2020-03-20,99.00499725341797,98.63999938964844,98.53500366210938,98.44000244140625,98.40499877929688,,
2020-03-23,99.1050033569336,98.8550033569336,98.75,98.65499877929688,98.62000274658203,,
2020-03-24,99.0199966430664,98.97000122070312,98.8550033569336,98.76000213623047,98.7249984741211,,
2020-03-25,98.9749984741211,98.88500213623047,98.77999877929688,98.68499755859375,98.6500015258789,,
2020-03-26,99.03500366210938,98.84500122070312,98.74500274658203,98.6500015258789,98.61499786376953,,
2020-03-27,99.08999633789062,98.90499877929688,98.80500030517578,98.71499633789062,98.68000030517578,,
2020-03-30,99.1050033569336,98.96499633789062,98.86000061035156,98.7699966430664,98.73500061035156,,
2020-03-31,99.08000183105469,98.9800033569336,98.875,98.78500366210938,98.75,,
2020-04-01,99.11000061035156,98.94499969482422,98.83999633789062,98.75,98.71499633789062,,
2020-04-02,99.07499694824219,98.96499633789062,98.86000061035156,98.76499938964844,98.7300033569336,,
2020-04-03,99.12000274658203,98.93000030517578,98.82499694824219,98.7300033569336,98.69499969482422,,
2020-04-06,99.03500366210938,98.98500061035156,98.87999725341797,98.78500366210938,98.75,,
